sequence_no,time,latitude,longitude,ax,ay,az,baro_alt
439,221721,29.862589,77.89523,0.021,0.135,1.012,-0.17
440,222221,29.862569,77.895219,0.057,0.137,1,-0.09
441,222721,29.862569,77.895219,0.114,0.188,1.287,-0.17
442,223221,29.862545,77.895202,0.062,0.087,1.137,-0.69
443,223721,29.862545,77.895202,0.035,0.092,1.018,0.26
444,224221,29.862527,77.895185,0.017,0.024,0.822,-0.43
445,224721,29.862527,77.895185,0.121,0.035,0.815,-0.35
446,225221,29.862515,77.89516,0.049,0.151,1.143,-0.43
447,225721,29.862515,77.89516,0.024,0.043,0.742,-0.43
448,226221,29.862494,77.895133,0.014,0.15,0.994,-0.43
449,226721,29.862494,77.895133,0.086,0.116,0.878,-0.35
450,227221,29.862475,77.895106,0.117,0.063,1.053,0.35
451,227721,29.862475,77.895106,0.077,0.145,1.012,-0.26
452,228221,29.862464,77.895079,0.041,0.145,0.958,0.52
453,228721,29.862464,77.895079,0.021,0.073,0.962,-0.26
454,229221,29.862459,77.895063,0.044,0.088,0.921,-0.35
455,229721,29.862459,77.895063,0.011,0.073,1.083,-0.52
456,230221,29.862458,77.895034,0.046,0.133,0.888,-0.35
457,230721,29.862458,77.895034,0.023,0.07,0.974,-0.35
458,231221,29.862452,77.895012,0.086,0.05,1.076,-0.35
459,231721,29.862452,77.895012,0.003,0.202,0.963,-0.43
460,232221,29.86245,77.894988,0.018,-0.095,1.044,-0.17
461,232721,29.86245,77.894988,0.02,0.114,0.974,0.43
462,233221,29.862451,77.894961,0.069,0.031,0.887,-0.43
463,233721,29.862451,77.894961,0.063,0.139,1.075,-0.43
464,234221,29.862448,77.894943,0.031,0.05,0.863,-0.26
465,234721,29.862448,77.894943,0.055,0.031,0.769,-0.61
466,235221,29.862461,77.894922,0.103,0.207,1.27,-0.69
467,235721,29.862461,77.894922,-0.079,0.063,1.137,0.09
468,236221,29.862465,77.894901,-0.002,0.008,0.778,-0.52
469,236721,29.862465,77.894901,-0.014,0.05,0.493,0.17
470,237221,29.862467,77.894874,0.129,-0.03,1.085,-0.61
471,237721,29.862467,77.894874,0.067,0.06,0.949,-0.35
472,238221,29.862468,77.894847,0.032,0.106,0.943,-0.35
473,238721,29.862468,77.894847,0.125,0.027,0.987,0
474,239221,29.862467,77.894818,0.095,0.019,0.97,-0.69
475,239721,29.862467,77.894818,0.049,0.095,0.967,-0.17
476,240221,29.862465,77.894793,0.059,0.054,0.902,-0.69
477,240721,29.862465,77.894793,0.096,-0.003,0.945,-0.52
478,241221,29.862463,77.894761,0.071,0.142,1.027,-0.61
479,241721,29.862463,77.894761,0.076,-0.005,0.984,-0.52
480,242221,29.862473,77.894727,0.084,0.034,0.99,-0.43
481,242721,29.862473,77.894727,0.072,0.094,0.957,-0.95
482,243221,29.862466,77.894704,0.036,0.013,1.034,-0.61
483,243721,29.862466,77.894704,0.03,0.038,0.885,-0.61
484,244221,29.862472,77.894674,0.041,0.03,0.903,-0.35
485,244721,29.862472,77.894674,0.072,0.102,1.146,-0.43
486,245221,29.862472,77.894648,0.07,0.009,0.828,-0.35
487,245721,29.862472,77.894648,0.063,0.031,1,-0.43
488,246221,29.86247,77.894619,0.067,0.123,1.183,-0.78
489,246721,29.86247,77.894619,0,0.109,0.994,-0.35
490,247221,29.862466,77.894591,-0.014,0.039,0.968,-0.52
491,247721,29.862466,77.894591,0.029,0.094,0.993,-0.43
492,248221,29.862471,77.894568,-0.044,0.027,1.01,-0.69
493,248721,29.862471,77.894568,-0.05,0.037,0.986,-0.69
494,249221,29.86247,77.894553,-0.146,0.155,1.025,-0.61
495,249721,29.86247,77.894553,-0.245,0.164,0.792,-0.09
496,250221,29.862468,77.894541,-0.047,-0.054,0.982,-0.78
497,250721,29.862468,77.894541,-0.076,-0.388,0.915,-0.61
498,251221,29.862475,77.894534,-0.039,-0.337,0.944,-0.43
499,251721,29.862475,77.894534,0.04,-0.119,0.892,-0.35
500,252221,29.862473,77.894533,-0.041,-0.35,0.97,-0.52
501,252721,29.862473,77.894533,0.024,0.001,1.016,-0.61
502,253221,29.862474,77.894532,0.207,0.161,0.918,0
503,253721,29.862474,77.894532,0.297,-0.08,1.019,-1.04
504,254221,29.862473,77.894531,0.359,0.121,0.891,-0.17
505,254721,29.862473,77.894531,0.139,0.32,0.965,-0.78
506,255221,29.862474,77.894528,0.031,-0.027,1.011,-0.26
507,255721,29.862474,77.894528,0.177,-0.156,0.93,-0.95
508,256221,29.86248,77.894515,0.264,-0.037,0.951,-0.69
509,256721,29.86248,77.894515,0.275,-0.029,0.939,-1.04
510,257221,29.862482,77.894512,0.275,-0.021,0.948,-0.61
511,257721,29.862482,77.894512,0.276,-0.013,0.949,-0.52
512,258221,29.862481,77.894512,0.271,-0.011,0.945,-0.61
513,258721,29.862481,77.894512,0.266,-0.002,0.947,-0.09
514,259221,29.862483,77.89451,0.284,-0.005,0.956,-0.78
515,259721,29.862483,77.89451,0.285,-0.008,0.945,-0.69
516,260221,29.862483,77.894507,0.272,0,0.95,-0.95
517,260721,29.862483,77.894507,0.267,0.052,0.949,-0.61
518,261221,29.862484,77.894506,0.273,-0.028,0.946,-0.69
519,261721,29.862484,77.894506,0.237,0.063,0.91,-0.69
520,262221,29.862482,77.894501,0.043,-0.178,0.894,-0.17
521,262721,29.862482,77.894501,0.175,-0.078,0.793,-0.95
522,263221,29.862481,77.894493,0.587,-0.222,0.76,-0.52
523,263721,29.862481,77.894493,0.467,-0.161,0.877,-1.04
524,264221,29.862479,77.894492,0.369,0.029,0.914,-1.39
525,264721,29.862479,77.894492,0.429,0.241,0.779,-0.78
526,265221,29.862478,77.894489,0.326,0.063,0.937,-0.69
527,265721,29.862478,77.894489,0.265,0.134,0.935,-0.78
528,266221,29.862476,77.894489,0.274,0.127,0.937,-0.87
529,266721,29.862476,77.894489,0.387,-0.025,0.968,-0.95
530,267221,29.862471,77.89449,0.13,0.188,0.969,-0.95
531,267721,29.862471,77.89449,0.176,0.162,0.942,-0.43
532,268221,29.862469,77.894489,0.072,0.148,0.931,-0.95
533,268721,29.862469,77.894489,0.219,0.167,0.966,-0.87
534,269221,29.862467,77.89449,0.25,0.214,0.924,-0.87
535,269721,29.862467,77.89449,0.24,0.222,0.928,-0.69
536,270221,29.862464,77.894487,0.307,0.137,0.957,-1.04
537,270721,29.862464,77.894487,0.25,0.122,0.932,-1.04
538,271221,29.862463,77.894483,0.214,0.132,0.966,-1.13
539,271721,29.862463,77.894483,0.293,0.136,0.923,-1.04
540,272221,29.862461,77.894482,0.261,0.136,0.946,-0.87
541,272721,29.862461,77.894482,0.273,0.126,0.932,-1.56
542,273221,29.86246,77.894481,0.255,0.164,0.913,-0.95
543,273721,29.86246,77.894481,0.285,0.11,0.947,-1.3
544,274221,29.862458,77.894481,0.277,0.13,0.942,-1.3
545,274721,29.862458,77.894481,0.282,0.123,0.936,-1.13
546,275221,29.862457,77.894481,0.272,0.123,0.934,-0.78
547,275721,29.862457,77.894481,0.267,0.12,0.935,-1.13
548,276221,29.862455,77.894482,0.258,0.127,0.946,-0.87
549,276721,29.862455,77.894482,0.269,0.123,0.934,-1.39
550,277221,29.862454,77.894482,0.259,0.125,0.929,-0.87
551,277721,29.862454,77.894482,0.273,0.119,0.939,-0.87
552,278221,29.862454,77.894482,0.269,0.12,0.93,-1.21
