sequence_no,time,latitude,longitude,ax,ay,az,baro_alt
635,319719,29.866984,77.900043,0.379,-0.026,0.972,-4.94
636,320219,29.866901,77.900053,0.428,-0.039,1.115,-4.24
637,320719,29.866901,77.900053,0.514,-0.012,0.992,-3.81
638,321219,29.866815,77.900074,0.458,-0.004,1.123,-3.9
639,321719,29.866815,77.900074,0.508,-0.056,1.083,-2.77
640,322219,29.866729,77.900074,0.361,-0.05,0.995,-3.29
641,322719,29.866729,77.900074,0.327,-0.028,1.161,-3.64
642,323219,29.866641,77.900088,0.314,-0.002,0.918,-3.98
643,323719,29.866641,77.900088,0.255,-0.017,0.662,-4.5
644,324219,29.866547,77.900121,0.268,0.016,0.854,-3.98
645,324719,29.866547,77.900121,0.23,0.043,0.901,-4.24
646,325219,29.866454,77.900158,0.352,0.032,1.033,-4.42
647,325719,29.866454,77.900158,0.282,0.009,1.077,-3.29
648,326219,29.866371,77.900204,0.372,0.014,0.951,-3.55
649,326719,29.866371,77.900204,0.356,-0.027,0.936,-2.6
650,327219,29.866297,77.900252,0.244,-0.004,0.949,-3.9
651,327719,29.866297,77.900252,0.317,0.041,0.953,-2.86
652,328219,29.866212,77.900298,0.355,0.001,0.907,-3.55
653,328719,29.866212,77.900298,0.14,-0.02,0.941,-3.98
654,329219,29.866123,77.90034,0.191,0.014,0.963,-3.81
655,329719,29.866123,77.90034,0.28,0.013,0.908,-2.95
656,330219,29.866041,77.900362,0.268,0.06,0.875,-4.16
657,330719,29.866041,77.900362,0.338,0.008,0.915,-2.77
658,331219,29.865941,77.900392,0.293,0.012,1.03,-2.34
659,331719,29.865941,77.900392,0.438,-0.003,0.956,-4.07
660,332219,29.865849,77.900425,0.329,-0.018,0.969,-3.64
661,332719,29.865849,77.900425,0.149,-0.024,0.99,-3.29
662,333219,29.86576,77.900462,0.267,0.03,1.108,-3.81
663,333719,29.86576,77.900462,0.202,0.045,0.994,-3.98
664,334219,29.865681,77.90051,0.168,0.035,1.031,-3.2
665,334719,29.865681,77.90051,0.226,0.037,0.965,-4.16
666,335219,29.865613,77.900553,0.217,0.039,0.97,-5.11
667,335719,29.865613,77.900553,0.401,0.017,1.009,-5.28
668,336219,29.865551,77.90058,0.328,0.019,0.931,-4.07
669,336719,29.865551,77.90058,0.255,0.009,0.887,-5.46
670,337219,29.865495,77.900611,0.309,0.024,0.916,-4.42
671,337719,29.865495,77.900611,0.358,0.013,0.892,-5.54
672,338219,29.865443,77.900643,0.365,0.044,0.985,-4.5
673,338719,29.865443,77.900643,0.275,0.021,0.963,-5.8
674,339219,29.86539,77.900672,0.295,0.043,0.909,-5.72
675,339719,29.86539,77.900672,0.337,0.051,1.007,-5.46
676,340219,29.865341,77.900702,0.247,0.019,0.795,-5.2
677,340719,29.865341,77.900702,0.255,0.032,0.94,-6.15
678,341219,29.865298,77.900737,0.271,-0.017,0.992,-5.89
679,341719,29.865298,77.900737,0.277,0.03,0.993,-5.72
680,342219,29.86526,77.900773,0.307,0.03,0.886,-5.98
681,342719,29.86526,77.900773,0.308,-0.004,1.001,-4.68
682,343219,29.865223,77.900795,0.224,-0.007,0.74,-5.8
683,343719,29.865223,77.900795,0.206,0.02,0.819,-5.02
684,344219,29.865182,77.900814,0.256,0.009,1.011,-5.89
685,344719,29.865182,77.900814,0.344,-0.021,0.806,-4.94
686,345219,29.865144,77.900816,0.288,0.005,0.906,-5.72
687,345719,29.865144,77.900816,0.325,0.009,1.079,-4.76
688,346219,29.865094,77.90081,0.442,0.019,0.883,-5.72
689,346719,29.865094,77.90081,0.503,-0.011,0.848,-3.64
690,347219,29.865064,77.900769,0.439,0.002,0.868,-4.42
691,347719,29.865064,77.900769,0.456,-0.006,0.873,-5.28
692,348219,29.865022,77.90073,0.424,-0.013,0.84,-3.98
693,348719,29.865022,77.90073,0.407,0.011,0.951,-5.02
694,349219,29.86498,77.900668,0.41,0.025,0.984,-4.5
695,349719,29.86498,77.900668,0.368,-0.03,0.884,-4.59
696,350219,29.864927,77.900597,0.409,0.0,0.901,-3.72
697,350719,29.864927,77.900597,0.433,0.025,0.987,-3.72
698,351219,29.864869,77.900528,0.405,-0.03,0.83,-2.17
699,351719,29.864869,77.900528,0.345,-0.013,0.794,-2.95
700,352219,29.864814,77.900456,0.074,-0.029,1.051,-2.17
701,352719,29.864814,77.900456,0.053,-0.017,1.077,-2.77
702,353219,29.864765,77.900379,0.203,-0.039,0.894,-2.77
703,353719,29.864765,77.900379,0.158,-0.03,1.011,-3.72
704,354219,29.864724,77.90031,0.151,-0.003,0.974,-4.59
705,354719,29.864724,77.90031,0.161,0.021,0.948,-4.68
706,355219,29.864693,77.900266,0.265,-0.025,1.042,-3.64
707,355719,29.864693,77.900266,0.302,0.069,0.939,-4.76
708,356219,29.864662,77.900242,0.186,-0.013,0.946,-3.9
709,356719,29.864662,77.900242,0.464,-0.066,0.945,-5.2
710,357219,29.864637,77.900223,0.106,-0.038,0.593,-4.85
711,357719,29.864637,77.900223,0.785,0.054,0.542,-4.5
712,358219,29.864613,77.900198,0.615,0.113,0.872,-3.9
713,358719,29.864613,77.900198,0.531,0.064,0.994,-4.5
714,359219,29.864576,77.900156,0.513,0.043,0.952,-3.46
715,359719,29.864576,77.900156,0.395,0.041,0.938,-3.38
716,360219,29.864537,77.900104,0.396,0.005,0.914,-3.9
717,360719,29.864537,77.900104,0.43,0.021,0.844,-2.86
718,361219,29.864494,77.900042,0.434,0.016,0.888,-3.2
719,361719,29.864494,77.900042,0.386,0.016,0.865,-2.95
720,362219,29.864445,77.899974,0.4,0.033,0.911,-2.43
721,362719,29.864445,77.899974,0.398,0.046,0.855,-2.08
722,363219,29.864396,77.899899,0.389,0.027,0.903,-1.82
723,363719,29.864396,77.899899,0.446,0.001,0.811,-0.35
724,364219,29.864343,77.899823,0.481,0.023,0.995,-1.65
725,364719,29.864343,77.899823,0.305,-0.021,0.821,0.17
726,365219,29.864289,77.899746,0.453,0.005,0.948,-1.04
727,365719,29.864289,77.899746,0.4,0.047,0.86,0.35
728,366219,29.86424,77.899653,0.386,0.053,0.851,-0.52
729,366719,29.86424,77.899653,0.37,0.011,0.875,0.69
730,367219,29.864191,77.899557,0.381,0.017,0.741,0.35
731,367719,29.864191,77.899557,0.355,0.026,0.983,0.69
732,368219,29.864149,77.899453,0.403,0.017,1.008,1.73
733,368719,29.864149,77.899453,0.39,0.004,0.909,0.78
734,369219,29.864125,77.899336,0.438,-0.015,0.864,1.73
735,369719,29.864125,77.899336,0.343,-0.004,0.924,1.21
736,370219,29.864111,77.899217,0.415,0.01,0.945,1.21
737,370719,29.864111,77.899217,0.17,-0.023,0.834,1.39
738,371219,29.864097,77.899102,0.279,0.063,0.936,0.87
739,371719,29.864097,77.899102,0.452,-0.01,0.838,1.04
740,372219,29.864086,77.898992,0.37,-0.05,0.774,2.43
741,372719,29.864086,77.898992,0.357,-0.017,0.959,2.6
742,373219,29.864078,77.89887,0.317,0.019,0.975,2.43
743,373719,29.864078,77.89887,0.303,0.033,1.042,2.43
744,374219,29.864075,77.898755,0.384,-0.018,0.988,1.65
745,374719,29.864075,77.898755,0.34,-0.014,0.968,1.65
746,375219,29.864067,77.898643,0.293,0.019,1.023,1.47
747,375719,29.864067,77.898643,0.189,-0.001,0.905,1.56
748,376219,29.864061,77.898534,0.33,0.013,1.02,1.3
749,376719,29.864061,77.898534,0.463,0.056,1.072,2.08
750,377219,29.864057,77.898431,0.275,0.038,1.055,0.95
751,377719,29.864057,77.898431,0.288,0.054,0.931,1.73
752,378219,29.864056,77.898333,0.279,-0.014,0.95,0.87
753,378719,29.864056,77.898333,0.287,0.016,1.054,1.3
754,379219,29.864054,77.898241,0.292,0.035,0.918,0.78
755,379719,29.864054,77.898241,0.253,0.037,0.905,0.87
756,380219,29.864051,77.898149,0.409,0.017,0.77,0.87
757,380719,29.864051,77.898149,0.362,0.037,0.804,1.21
758,381219,29.864049,77.898052,0.198,0.001,0.886,1.39
759,381719,29.864049,77.898052,0.261,0.041,0.931,0.95
760,382219,29.864043,77.897958,0.303,0.021,0.98,1.21
761,382719,29.864043,77.897958,0.327,0.005,0.841,0.95
762,383219,29.86404,77.897866,0.232,0.035,0.958,0.95
763,383719,29.86404,77.897866,0.362,0.043,0.826,0.61
764,384219,29.864039,77.897774,0.353,0.009,0.834,0.78
765,384719,29.864039,77.897774,0.294,0.018,0.813,0.43
766,385219,29.864045,77.897678,0.559,0.032,0.794,1.99
767,385719,29.864045,77.897678,0.288,0.037,0.914,1.3
768,386219,29.864048,77.897582,0.27,0.01,1.043,2.43
769,386719,29.864048,77.897582,0.27,0.064,0.962,1.04
770,387219,29.864051,77.897488,0.249,0.035,0.969,1.3
771,387719,29.864051,77.897488,0.201,0.032,1.064,0.87
772,388219,29.864052,77.897402,0.282,0.066,1.048,1.04
773,388719,29.864052,77.897402,0.221,0.048,0.967,1.39
774,389219,29.864051,77.897333,0.216,-0.012,0.922,1.65
775,389719,29.864051,77.897333,0.184,0.022,0.943,0.26
776,390219,29.864051,77.89727,0.213,0.023,0.839,1.3
777,390719,29.864051,77.89727,0.324,0.063,0.89,0.43
778,391219,29.864051,77.897212,0.303,0.054,0.986,0.09
779,391719,29.864051,77.897212,0.355,0.054,0.963,-0.09
780,392219,29.864057,77.897155,0.3,0.046,1.001,0.69
781,392719,29.864057,77.897155,0.255,0.02,0.965,-0.52
782,393219,29.864058,77.8971,0.295,0.044,0.972,0.17
783,393719,29.864058,77.8971,0.253,0.045,0.927,0.78
784,394219,29.864061,77.897049,0.289,0.021,0.958,-0.61
785,394719,29.864061,77.897049,0.347,0.088,0.897,0.78
786,395219,29.864065,77.897002,0.335,0.045,0.935,-0.35
787,395719,29.864065,77.897002,0.374,0.043,0.917,-0.61
788,396219,29.864067,77.896955,0.374,0.01,0.905,-0.52
789,396719,29.864067,77.896955,0.344,0.055,0.947,-0.43
790,397219,29.86407,77.896902,0.354,0.053,0.96,-0.26
791,397719,29.86407,77.896902,0.356,0.031,0.909,0.0
792,398219,29.864074,77.896843,0.292,0.04,0.908,0.0
793,398719,29.864074,77.896843,0.365,0.031,0.866,0.17
794,399219,29.864077,77.896776,0.347,0.054,0.97,0.26
795,399719,29.864077,77.896776,0.344,0.029,0.872,0.61
796,400219,29.864079,77.896707,0.207,0.03,0.988,0.43
797,400719,29.864079,77.896707,0.224,0.036,1.025,0.52
798,401219,29.864085,77.896636,0.238,0.05,1.03,0.61
799,401719,29.864085,77.896636,0.376,0.076,0.979,1.13
800,402219,29.864088,77.896569,0.328,0.038,0.973,0.52
801,402719,29.864088,77.896569,0.333,0.043,0.917,0.17
802,403219,29.864087,77.896501,0.364,0.06,0.968,0.35
803,403719,29.864087,77.896501,0.29,0.053,0.948,0.35
804,404219,29.864088,77.896432,0.296,0.037,0.927,0.17
805,404719,29.864088,77.896432,0.281,0.041,0.932,0.0
806,405219,29.864089,77.896363,0.294,0.025,0.954,-0.09
807,405719,29.864089,77.896363,0.343,0.054,0.875,0.0
808,406219,29.864092,77.8963,0.288,0.057,0.935,0.17
809,406719,29.864092,77.8963,0.318,0.007,0.865,0.0
810,407219,29.864095,77.896239,0.354,0.025,0.917,0.95
811,407719,29.864095,77.896239,0.318,0.009,0.928,0.0
812,408219,29.864096,77.896179,0.345,0.022,1.034,-0.26
813,408719,29.864096,77.896179,0.359,0.048,1.027,-0.43
814,409219,29.864096,77.896114,0.37,0.026,1.027,-0.26
815,409719,29.864096,77.896114,0.305,0.042,0.902,-0.17
816,410219,29.864095,77.896047,0.35,0.044,0.941,-0.09
817,410719,29.864095,77.896047,0.359,0.051,0.933,0.78
818,411219,29.864091,77.895977,0.401,0.012,0.939,-0.09
819,411719,29.864091,77.895977,0.241,0.034,0.938,1.04
820,412219,29.864091,77.895903,0.001,0.056,0.945,-0.26
821,412719,29.864091,77.895903,0.267,0.027,0.937,-0.43
822,413219,29.864091,77.895836,0.314,0.003,0.944,-0.26
823,413719,29.864091,77.895836,0.272,0.038,0.967,-0.52
824,414219,29.864091,77.895775,0.329,0.011,0.96,-0.26
825,414719,29.864091,77.895775,0.24,0.024,0.871,0.43
826,415219,29.86409,77.895717,0.306,0.011,0.943,-1.04
827,415719,29.86409,77.895717,0.286,0.031,0.969,0.52
828,416219,29.86409,77.895663,0.285,0.003,1.011,-0.52
829,416719,29.86409,77.895663,0.275,0.023,1.0,0.09
830,417219,29.864082,77.895619,0.287,0.015,0.841,-0.95
831,417719,29.864082,77.895619,0.231,0.039,0.888,0.26
832,418219,29.864071,77.895577,0.323,0.013,0.872,-1.04
833,418719,29.864071,77.895577,0.31,0.005,1.008,0.09
834,419219,29.864055,77.895541,0.325,0.017,1.012,-0.78
835,419719,29.864055,77.895541,0.35,0.034,0.96,-0.87
836,420219,29.864031,77.895515,0.339,-0.002,0.871,-0.87
837,420719,29.864031,77.895515,0.294,-0.032,0.827,-0.78
838,421219,29.863995,77.895499,0.376,0.004,0.877,-0.87
839,421719,29.863995,77.895499,0.352,0.004,0.957,-0.61
840,422219,29.86396,77.895487,0.299,0.016,0.92,-0.61
841,422719,29.86396,77.895487,0.268,-0.006,0.949,-0.87
842,423219,29.863921,77.895484,0.281,0.008,0.874,0.17
843,423719,29.863921,77.895484,0.294,-0.027,0.953,-0.43
844,424219,29.863878,77.895478,0.301,-0.012,1.011,0.78
845,424719,29.863878,77.895478,0.333,-0.01,1.027,-0.17
846,425219,29.863835,77.895468,0.255,-0.005,0.925,-0.17
847,425719,29.863835,77.895468,0.428,-0.023,0.854,0.0
848,426219,29.863787,77.895459,0.266,0.03,0.842,-0.17
849,426719,29.863787,77.895459,0.288,-0.012,0.857,0.17
850,427219,29.863737,77.895456,0.172,-0.002,0.798,0.87
851,427719,29.863737,77.895456,0.346,-0.038,0.781,-0.52
852,428219,29.863689,77.895453,0.358,-0.075,0.96,0.95
853,428719,29.863689,77.895453,0.303,-0.032,0.966,-0.35
854,429219,29.863645,77.895449,0.336,-0.008,0.971,1.04
855,429719,29.863645,77.895449,0.348,-0.017,0.952,-0.17
856,430219,29.863602,77.895445,0.366,-0.003,0.887,0.61
857,430719,29.863602,77.895445,0.366,-0.004,0.864,-0.26
858,431219,29.863561,77.895441,0.29,-0.006,0.901,0.09
859,431719,29.863561,77.895441,0.335,-0.003,0.914,-0.17
860,432219,29.863524,77.895438,0.326,-0.003,1.002,-0.26
861,432719,29.863524,77.895438,0.318,-0.002,0.889,-0.17
862,433219,29.863491,77.895434,0.289,-0.034,0.958,-0.43
863,433719,29.863491,77.895434,0.355,0.004,0.908,-0.61
864,434219,29.863463,77.895434,0.334,-0.018,0.945,-0.52
865,434719,29.863463,77.895434,0.348,-0.019,0.959,-0.61
866,435219,29.863438,77.895438,0.255,-0.041,0.987,-0.52
867,435719,29.863438,77.895438,0.311,-0.065,0.981,0.26
868,436219,29.863419,77.895446,0.271,-0.007,0.879,-0.43
869,436719,29.863419,77.895446,0.599,0.034,1.12,0.61
870,437219,29.86341,77.895453,0.469,-0.009,0.887,-0.26
871,437719,29.86341,77.895453,0.327,-0.028,0.694,-0.09
872,438219,29.863403,77.895456,0.396,-0.006,0.89,-0.35
873,438719,29.863403,77.895456,0.253,0.002,0.875,-0.35
874,439219,29.863392,77.895459,0.227,-0.012,0.675,-0.26
875,439719,29.863392,77.895459,0.264,-0.039,0.895,0.43
876,440219,29.863385,77.895468,0.332,-0.008,0.958,-0.52
877,440719,29.863385,77.895468,0.381,0.024,0.879,0.95
878,441219,29.863384,77.895471,0.438,-0.026,0.861,-0.61
879,441719,29.863384,77.895471,0.31,0.059,0.871,-0.43
880,442219,29.863356,77.895463,0.284,-0.011,0.852,-0.52
881,442719,29.863356,77.895463,0.346,0.02,0.988,0.87
882,443219,29.863342,77.895478,0.37,0.013,0.894,-0.35
883,443719,29.863342,77.895478,0.447,0.049,0.919,0.43
884,444219,29.863338,77.895501,0.267,0.087,1.017,1.04
885,444719,29.863338,77.895501,0.5,-0.015,1.027,0.69
886,445219,29.86334,77.895514,0.322,0.031,0.729,0.95
887,445719,29.86334,77.895514,0.323,-0.009,0.526,-0.09
888,446219,29.863341,77.895526,0.364,0.034,0.868,-0.61
889,446719,29.863341,77.895526,0.291,-0.023,1.018,-0.61
890,447219,29.863342,77.895542,0.361,0.014,0.829,-0.52
891,447719,29.863342,77.895542,0.3,-0.051,0.696,-0.26
892,448219,29.863332,77.895572,0.348,-0.032,0.769,0.95
893,448719,29.863332,77.895572,0.257,0.003,0.824,-0.87
894,449219,29.863335,77.895604,0.532,0.032,0.954,0.09
895,449719,29.863335,77.895604,0.293,-0.001,1.147,-0.69
896,450219,29.863346,77.895636,0.285,0.006,1.122,-0.43
897,450719,29.863346,77.895636,0.164,-0.013,0.905,-0.69
898,451219,29.863354,77.895673,0.328,0.002,1.02,-0.78
899,451719,29.863354,77.895673,0.154,-0.049,1.012,-1.3
900,452219,29.86336,77.895707,0.276,0.042,0.79,-0.87
901,452719,29.86336,77.895707,0.303,-0.027,1.006,0.0
902,453219,29.863357,77.895732,0.315,-0.031,0.997,-0.43
903,453719,29.863357,77.895732,0.295,0.016,0.992,0.52
904,454219,29.863356,77.89576,0.378,-0.067,0.941,-1.04
905,454719,29.863356,77.89576,0.332,-0.052,0.544,0.35
906,455219,29.863354,77.895788,0.301,-0.064,0.69,-0.69
907,455719,29.863354,77.895788,0.398,-0.079,0.716,-0.09
908,456219,29.863384,77.89582,0.379,0.026,0.697,-0.43
909,456719,29.863384,77.89582,0.347,-0.048,0.778,-0.95
910,457219,29.863405,77.895845,0.372,-0.037,1.082,-0.78
911,457719,29.863405,77.895845,0.448,-0.021,1.152,-0.95
912,458219,29.86343,77.895857,0.408,-0.001,1.098,-0.87
913,458719,29.86343,77.895857,0.273,0.001,0.989,-0.87
914,459219,29.863461,77.895866,0.431,-0.032,1.006,-0.87
915,459719,29.863461,77.895866,0.406,-0.011,0.998,-1.3
916,460219,29.863478,77.895874,0.229,0.049,1.027,-0.95
917,460719,29.863478,77.895874,0.185,-0.052,1.012,-1.39
918,461219,29.863492,77.895886,0.272,-0.044,0.916,-0.35
919,461719,29.863492,77.895886,0.316,0.029,0.868,-1.04
920,462219,29.863499,77.8959,0.313,-0.036,0.908,-1.13
921,462719,29.863499,77.8959,0.358,-0.515,1.056,-1.39
922,463219,29.863506,77.895895,0.055,-0.149,1.02,-1.39
923,463719,29.863506,77.895895,0.492,-0.086,1.145,-1.3
924,464219,29.8635,77.895903,0.222,-0.021,0.966,-1.21
925,464719,29.8635,77.895903,0.03,0.011,1.031,-1.56
926,465219,29.863499,77.895907,0.059,0.067,0.997,-1.21
927,465719,29.863499,77.895907,0.188,0.217,0.915,-0.26
928,466219,29.8635,77.895915,0.002,0.027,0.874,-1.91
929,466719,29.8635,77.895915,-0.086,0.207,0.958,-0.61
930,467219,29.8635,77.895914,-0.261,-0.063,1.282,-1.73
931,467719,29.8635,77.895914,-0.398,0.162,0.985,-1.73
932,468219,29.863513,77.895922,-0.167,-0.057,0.974,-1.65
933,468719,29.863513,77.895922,0.122,0.012,0.969,-1.65
934,469219,29.86352,77.895942,0.27,-0.115,1.092,-1.99
935,469719,29.86352,77.895942,0.29,-0.108,0.901,-1.91
936,470219,29.86352,77.895949,-0.051,-0.05,0.757,0.0
937,470719,29.86352,77.895949,-0.021,-0.243,0.973,-2.77
938,471219,29.863524,77.895954,-0.082,-0.207,0.959,-2.43
939,471719,29.863524,77.895954,-0.064,-0.197,1.106,-0.43
940,472219,29.863528,77.895963,-0.01,-0.314,0.766,-1.91
941,472719,29.863528,77.895963,-0.199,-0.375,1.187,-3.46
942,473219,29.863534,77.895967,-0.157,0.016,0.94,-3.29
943,473719,29.863534,77.895967,-0.188,0.063,0.931,-3.12
944,474219,29.863529,77.895981,-0.208,0.112,0.94,-3.12
945,474719,29.863529,77.895981,-0.204,0.1,0.959,-3.38
946,475219,29.863528,77.895991,-0.269,0.058,0.908,-3.55
947,475719,29.863528,77.895991,-0.225,0.076,0.912,-2.95
948,476219,29.863525,77.895998,-0.2,0.1,0.934,-3.29
949,476719,29.863525,77.895998,-0.189,0.093,0.939,-3.38
950,477219,29.863525,77.896,-0.198,0.109,0.943,-3.46
951,477719,29.863525,77.896,-0.194,0.107,0.949,-3.55
952,478219,29.863525,77.896,-0.196,0.107,0.943,-3.55
953,478719,29.863525,77.896,-0.199,0.099,0.937,-2.95
954,479219,29.863525,77.896,-0.196,0.104,0.949,-3.46
955,479719,29.863525,77.896,-0.204,0.114,0.946,-3.03
956,480219,29.863524,77.896001,-0.192,0.096,0.945,-3.2
957,480719,29.863524,77.896001,-0.197,0.101,0.935,-2.86
